Second,Frame,nosex,nosey,noselikelihood,noseFreeze,leftearx,lefteary,leftearlikelihood,leftearFreeze,rightearx,righteary,rightearlikelihood,rightearFreeze,tailbasex,tailbasey,tailbaselikelihood,tailbaseFreeze,stimx,stimy,stimlikelihood,stimFreeze,FullBodyFreeze
144.9666667,4349,65.76101758,55.67697224,1,0,66.28552034,57.46496255,1,0,67.70679684,56.19346046,1,0,71.27932441,59.11129885,1,0,41.39968497,33.10662541,1,1,0
145,4350,65.62929438,55.63923857,1,0,66.23764575,57.47523956,1,0,67.6254799,56.1499034,1,0,71.28943161,59.13681386,1,0,41.36991985,33.15825922,1,1,0
145.0333333,4351,65.63369575,55.65060556,1,0,66.24200403,57.47774324,1,0,67.61546937,56.15684776,1,0,71.29671535,59.13464968,1,0,41.34015473,33.20989303,1,1,0
145.0666667,4352,65.54602604,55.6031196,1,0,66.209008,57.48424466,1,0,67.58002288,56.15052083,1,0,71.28828344,59.13490852,1,0,41.31038961,33.26152684,1,1,0
145.1,4353,65.49100419,55.61440299,1,0,66.19371846,57.53268663,1,0,67.5643786,56.18298424,1,0,71.28895125,59.12229841,1,0,41.28062449,33.31316065,1,1,0
145.1333333,4354,65.38312855,55.5417759,1,0,66.22791832,57.55553279,1,0,67.56083577,56.21582936,1,0,71.27544835,59.12710403,1,0,41.25964751,33.3513466,1,1,0
145.1666667,4355,65.3734852,55.70321015,1,0,66.2959924,57.64209431,1,0,67.57091528,56.28739878,1,0,71.22753428,59.14557786,1,0,41.23867054,33.38953254,0.999999881,1,0
145.2,4356,65.25374199,55.75364251,1,0,66.32955003,57.69758798,1,0,67.53315617,56.29849732,1,0,71.17801959,59.14876817,1,0,41.21769356,33.42771848,0.99999994,1,0
145.2333333,4357,65.20193865,55.64584898,1,0,66.3233075,57.58646222,1,0,67.4970006,56.20408773,1,0,71.19324189,59.11365718,1,0,41.19671659,33.46590443,0.99999994,1,0
145.2666667,4358,65.14236703,55.66761233,1,0,66.35511582,57.59014828,1,0,67.46772455,56.12271198,1,0,71.10930585,59.08546244,1,0,41.15120511,33.51816518,0.999999762,1,0
145.3,4359,64.9918665,55.55709105,1,0,66.27608665,57.51303539,1,0,67.36425458,56.00972726,1,0,71.02069523,59.04189836,1,0,41.10569364,33.57042593,0.999999642,1,0
145.3333333,4360,64.85201733,55.44571613,1,0,66.12710804,57.33855048,1,0,67.21801724,55.85589314,1,0,70.91472638,58.8810508,1,0,41.06018217,33.62268667,0.999999821,1,0
145.3666667,4361,64.68414304,55.20888468,1,0,65.86561756,57.18189976,1,0,67.01104662,55.65000641,1,0,70.71872562,58.7064798,1,0,41.0146707,33.67494742,1,1,0
145.4,4362,64.40655609,54.92416283,1,0,65.63916336,56.94229476,1,0,66.78658196,55.48579638,1,0,70.43503898,58.43318803,1,0,40.96915922,33.72720817,1,1,0
145.4333333,4363,63.99538755,54.9905071,1,0,65.26705308,56.78300856,1,0,66.34548152,55.24159208,1,0,70.13723999,58.25673898,1,0,40.96742204,33.72745085,1,1,0
145.4666667,4364,63.44337604,55.17964817,1,0,64.79744527,56.54462224,1,0,65.7091383,55.04019589,1,0,69.87811593,58.11582468,1,0,40.96848917,33.7268356,1,1,0
145.5,4365,62.88916216,55.18994812,1,0,64.32687859,56.42201993,1,0,65.0396785,54.88647019,1,0,69.18191382,58.11964353,1,0,40.96936008,33.72744925,1,1,0
145.5333333,4366,62.49752183,55.44968728,1,0,63.62266784,56.43362957,1,0,64.40243523,54.90614301,1,0,68.61929952,57.62632173,1,0,40.96912209,33.72777964,1,1,0
145.5666667,4367,61.93000422,55.60989765,1,0,63.28305875,56.69282949,1,0,63.75373829,55.08986017,1,0,68.29111944,57.43056715,1,0,40.9694763,33.72631714,1,1,0
145.6,4368,61.62383194,55.61075133,1,0,62.78546925,56.89204138,1,0,63.35385845,55.22168987,1,0,67.94134091,57.26440304,1,0,41.00503556,33.70650271,1,1,0
145.6333333,4369,61.24310182,55.74253227,1,0,62.51362894,56.96487763,1,0,62.88930351,55.28907635,1,0,67.64525338,56.8497166,1,0,40.96948646,33.7269208,1,1,0
145.6666667,4370,60.84951928,55.84675674,1,0,62.19164382,57.03033986,1,0,62.40308119,55.27453227,1,0,67.51388934,56.56207121,1,0,40.96915595,33.72704249,1,1,0
145.7,4371,60.55033085,55.99063445,1,0,61.99897244,56.97473349,1,0,61.93828135,55.19822394,1,0,67.28081642,56.17993556,1,0,40.96851669,33.72687843,1,1,0
145.7333333,4372,60.17853873,56.11783842,1,0,61.82018634,56.92201845,1,0,61.66725505,55.15180359,1,0,67.01785095,55.99777718,1,0,41.00376887,33.70670441,0.999999881,1,0
145.7666667,4373,59.91239074,56.34564515,1,0,61.61338359,57.13860049,1,0,61.37458814,55.35824944,1,0,66.74116981,55.91067918,1,0,40.96824629,33.72769673,1,1,0
145.8,4374,59.50731284,56.8667573,1,0,61.31396871,57.42577,1,0,60.88512446,55.78691118,1,0,66.37381979,55.93219784,1,0,40.96799834,33.72704842,1,1,0
145.8333333,4375,58.99174516,57.22237365,1,0,60.80616618,57.71687761,1,0,60.41182413,56.14436941,1,0,65.68464627,56.00820655,1,0,40.96874087,33.72739991,1,1,0
145.8666667,4376,58.47966934,57.94194085,1,0,60.27644167,58.05667954,1,0,59.75979457,56.50384986,1,0,65.02091527,56.09026525,1,0,40.96860858,33.72727136,1,1,0
145.9,4377,57.72780099,58.2913273,1,0,59.64901743,58.57783073,1,0,59.04601207,56.99767016,1,0,64.53547372,56.52983821,1,0,40.96910946,33.7278346,1,1,0
145.9333333,4378,57.15418555,58.70719898,1,0,59.27701344,58.75285427,1,0,58.48779646,57.26554889,1,0,63.944828,56.41884499,1,0,40.96890058,33.72710138,1,1,0
145.9666667,4379,56.7419997,58.99745236,1,0,58.7819436,58.98744576,1,0,57.94269655,57.60390565,1,0,63.3250524,56.22226097,1,0,40.96914435,33.72686184,1,1,0
146,4380,56.23418984,59.23593082,1,0,58.3209621,59.08530116,1,0,57.32709378,57.86720798,1,0,62.71454782,55.99465589,1,0,40.99625039,33.74944467,0.999999881,1,0
146.0333333,4381,55.73535489,59.42626094,1,0,57.72735217,59.10672402,1,0,56.55962673,58.02271365,1,0,62.03029091,55.70437671,1,0,41.02335643,33.77202751,1,1,0
146.0666667,4382,55.14065454,59.65081035,1,0,57.16430348,59.2801614,1,0,56.02187621,58.12046462,1,0,61.39141653,55.81522123,1,0,41.02732377,33.77728852,0.999999881,1,0
146.1,4383,54.49237593,59.98228941,1,0,56.67287983,59.61222831,1,0,55.54868062,58.20702013,1,0,61.01491955,56.27572653,1,0,41.03442911,33.77235821,1,1,0
146.1333333,4384,53.95001329,60.13145826,1,0,56.04851365,59.86827269,1,0,55.03774234,58.5786396,1,0,60.56069252,56.70578885,1,0,41.03544639,33.77034177,1,1,0
146.1666667,4385,53.45122512,60.23558162,1,0,55.47079264,60.16648228,1,0,54.55757863,58.81429577,1,0,59.95039604,56.89751495,1,0,41.0436919,33.7778256,0.999999881,1,0
146.2,4386,52.76460239,60.29989735,1,0,54.98592615,60.26550875,1,0,54.09985766,58.86620276,1,0,59.3750659,57.02473323,1,0,41.03423594,33.77726175,0.999999881,1,0
146.2333333,4387,52.2845807,60.32020328,1,0,54.44197805,60.32795919,1,0,53.5660885,58.9742939,1,0,58.59360406,56.95298162,1,0,41.04120063,33.77614162,0.999999881,1,0
146.2666667,4388,51.68981685,60.55308155,1,0,53.91496762,60.34480359,1,0,52.87811668,59.07702709,1,0,58.04203465,56.83079956,1,0,41.04708938,33.77992835,1,1,0
146.3,4389,51.17241765,60.68961324,1,0,53.4592007,60.29250131,1,0,52.39061587,58.97634415,1,0,57.55622697,56.8233766,1,0,41.03376063,33.77758289,1,1,0
146.3333333,4390,50.78425468,60.86524888,1,0,52.98175979,60.37572585,1,0,51.97369027,59.05747315,1,0,57.15605512,57.04001756,1,0,41.03390755,33.77462735,1,1,0
146.3666667,4391,50.22563729,61.03357995,1,0,52.5048739,60.53382323,1,0,51.42950853,59.23625887,1,0,56.83318959,57.68276807,1,0,41.03644605,33.7790993,0.999999881,1,0
146.4,4392,49.58151988,61.42875742,1,0,51.84659473,60.94486226,1,0,50.88840295,59.55236971,1,0,56.3858356,58.03877177,1,0,41.0342431,33.77354554,0.999999881,1,0
146.4333333,4393,49.22547178,61.5717046,1,0,51.43458318,61.18943037,1,0,50.37900162,59.94319932,1,0,55.57611631,58.0292237,1,0,41.05436,33.7846138,0.999999881,1,0
146.4666667,4394,48.85200013,61.88097019,1,0,51.07821164,61.44125881,1,0,49.85935827,60.25987922,1,0,54.88827264,57.91268402,1,0,41.03605794,33.77247213,1,1,0
146.5,4395,48.61986606,62.29250009,1,0,50.71685005,61.31922583,1,0,49.25127399,60.33551035,1,0,54.31346399,57.49926913,1,0,41.02973403,33.77549464,1,1,0
146.5333333,4396,48.38175257,62.65614326,1,0,50.22881811,61.34287531,1,0,48.71786149,60.44959873,1,0,53.68069532,57.52390025,1,0,41.03965054,33.77583748,0.999999881,1,0
146.5666667,4397,47.99136275,63.09273024,1,0,49.78414221,61.74794686,1,0,48.2616295,60.90303732,1,0,53.13521329,57.76950857,1,0,41.03985482,33.77578286,0.999999881,1,0
146.6,4398,47.66925024,63.61599464,1,0,49.36315713,62.4481563,1,0,47.78387411,61.56224213,1,0,52.82491977,58.22155537,1,0,41.03999672,33.77546936,1,1,0
146.6333333,4399,47.33775231,64.21705794,1,0,48.94492428,62.89269407,1,0,47.39826123,62.08565505,1,0,52.3643803,58.63874314,1,0,41.04062184,33.77532133,1,1,0
146.6666667,4400,46.95465054,64.49593487,1,0,48.62908075,63.16598343,1,0,47.03692019,62.36461912,1,0,51.75048994,58.95430018,1,0,41.04000544,33.7754029,1,1,0
146.7,4401,46.63808491,64.75051341,1,0,48.42596072,63.34806894,1,0,46.82993307,62.51768018,1,0,51.13426266,59.29271055,1,0,41.04142905,33.77502822,1,1,0
146.7333333,4402,46.52554437,64.9952891,1,0,48.35470129,63.35414128,1,0,46.60370459,62.70808624,1,0,50.7468839,59.41441015,0.99999994,0,41.04072789,33.77535079,1,1,0
146.7666667,4403,46.33398408,65.15179788,1,0,47.978744,63.25574138,1,0,46.27803673,62.61749447,1,0,50.44807303,59.18057368,1,0,41.04067124,33.77565107,0.999999881,1,0
146.8,4404,46.22277994,65.22591137,1,0,47.80288177,63.12224701,1,0,46.15044214,62.59162774,1,0,50.07057063,59.07227234,1,0,41.0401399,33.77515754,0.999999881,1,0
146.8333333,4405,46.04550362,65.34330727,1,0,47.64447795,63.18973267,1,0,46.00180749,62.66031268,1,0,49.83643326,59.1831985,1,0,41.04078517,33.7754776,0.999999881,1,0
146.8666667,4406,45.99091056,65.48703356,1,0,47.59699324,63.25761049,1,0,45.87480511,62.79747325,1,0,49.59844835,59.18603649,1,0,41.04082203,33.77481253,1,1,0
146.9,4407,45.91016047,65.46020988,1,0,47.5519611,63.38738943,1,0,45.80921826,62.82422982,1,0,49.51515172,59.29852442,1,0,41.04005768,33.77552867,1,1,0
146.9333333,4408,46.11684728,65.49334095,1,0,47.59748304,63.42241386,1,0,45.93617998,62.93676253,1,0,49.50250983,59.4913067,1,0,41.04068334,33.77560692,1,1,0
146.9666667,4409,46.55463417,65.59652704,1,0,47.85040353,63.57082302,1,0,45.98781068,63.18149545,1,0,49.39013746,59.65121178,1,0,41.04047808,33.77578886,1,1,0
147,4410,46.62133026,65.87452337,1,0,47.98421288,63.72604314,1,0,46.09321262,63.32994916,1,0,49.0709919,59.72038604,1,0,41.01607943,33.7693007,1,1,0
147.0333333,4411,46.75226307,65.94565249,1,0,47.98026463,63.64893527,1,0,46.02445379,63.39947627,1,0,48.81781758,59.72542418,1,0,41.03528617,33.73401125,1,1,0
147.0666667,4412,46.60260952,66.04551504,1,0,47.90038331,63.64480889,1,0,45.89360351,63.47091208,1,0,48.50215954,59.68942643,1,0,41.05449291,33.6987218,1,1,0
147.1,4413,46.57845746,66.06760086,1,0,47.86920126,63.61835514,1,0,45.87900326,63.47204368,1,0,48.25916716,59.64563047,1,0,41.09128432,33.67824728,1,1,0
147.1333333,4414,46.63449703,66.16689085,1,0,47.86776555,63.63690541,1,0,45.8950679,63.52393181,1,0,48.14166281,59.43504383,1,0,41.08896735,33.69643745,0.99999994,1,0
147.1666667,4415,46.74961774,66.1915719,1,0,47.91560007,63.61554063,1,0,45.94477413,63.5549925,1,0,48.09491484,59.40828811,1,0,41.05079982,33.68792371,1,1,0
147.2,4416,46.78164426,66.12457903,1,0,47.97500241,63.61769236,1,0,45.95410018,63.60202943,1,0,48.08854994,59.4644716,1,0,41.0611743,33.68579159,1,1,0
147.2333333,4417,46.8038359,66.19780052,1,0,47.94835612,63.75064986,1,0,45.96399002,63.76540005,1,0,48.05559309,59.5896387,1,0,41.0952432,33.66730646,1,1,0
147.2666667,4418,46.82204422,66.17736,1,0,47.95285784,63.79098926,1,0,45.96300779,63.84670197,1,0,48.08666616,59.63932935,1,0,41.08652668,33.67034949,1,1,0
147.3,4419,46.81623113,66.06412958,1,0,47.86086485,63.90276469,1,0,45.88183867,63.86931273,1,0,48.06043412,59.76901779,1,0,41.08225489,33.67229271,1,1,0
147.3333333,4420,46.77419694,66.10520971,1,0,47.733064,63.97295179,1,0,45.79596831,63.99724712,1,0,48.03214509,59.92689959,1,0,41.09284712,33.67103504,0.999999881,1,0
147.3666667,4421,46.75996549,66.15370133,1,0,47.70325744,64.01190662,1,0,45.73839588,64.08924728,1,0,48.00720496,60.00157839,1,0,41.09039071,33.67305328,1,1,0
147.4,4422,46.64796473,66.26359902,1,0,47.63232478,64.15772499,1,0,45.70440853,64.20537972,1,0,47.96095802,60.12118033,1,0,41.0502595,33.67774306,1,1,0
147.4333333,4423,46.47779775,66.50959407,1,0,47.50929568,64.34155905,1,0,45.61374122,64.3647152,1,0,47.89062541,60.21508776,1,0,41.08838875,33.66920206,1,1,0
147.4666667,4424,46.07707674,66.83136428,0.999999762,0,47.36845441,64.54845108,1,0,45.41701534,64.51206915,1,0,47.81072976,60.33514352,1,0,41.09516106,33.66967159,1,1,0
147.5,4425,46.0531739,66.87424103,0.999999583,0,47.24587344,64.76681931,1,0,45.23912344,64.79886313,1,0,47.74338912,60.41996608,1,0,41.05791227,33.6759396,1,1,0
147.5333333,4426,45.98349278,66.88803865,0.999996305,0,47.13502928,65.02154951,1,0,45.04214347,64.99881091,1,0,47.65789468,60.6196457,1,0,41.09455431,33.67097323,1,1,0
147.5666667,4427,45.56933413,67.08575065,0.999812782,0,47.04754195,65.20105182,1,0,44.88981725,65.16140499,1,0,47.55921247,60.8306909,1,0,41.09395574,33.66775981,1,1,0
147.6,4428,45.41366753,67.0999052,0.999937534,0,46.94898639,65.24730358,1,0,44.86810082,65.18599236,1,0,47.52765702,60.92344605,1,0,41.06001503,33.67639962,1,1,0
147.6333333,4429,45.43204792,67.0489078,0.99984324,0,46.94535906,65.21776041,1,0,44.80580141,65.21694188,1,0,47.51321361,60.94344744,1,0,41.08810571,33.67081791,0.999999881,1,0
147.6666667,4430,45.45410488,67.06274098,0.999835849,0,46.91662232,65.22512425,1,0,44.81422251,65.20303421,1,0,47.49340683,61.01460855,1,0,41.08610864,33.67145552,1,1,0
147.7,4431,45.44745091,67.05066808,0.999738991,0,46.85756289,65.17978602,1,0,44.83193787,65.1716514,1,0,47.45016784,61.10903737,1,0,41.05691198,33.6763222,1,1,0
147.7333333,4432,45.37019278,66.93008126,0.999892831,0,46.80026662,65.05825456,1,0,44.90566075,64.94839438,1,0,47.46814649,61.20425713,1,0,41.09091969,33.66926102,1,1,0
147.7666667,4433,45.43370966,66.90531214,0.999930024,0,46.76857087,64.99742433,1,0,44.93713579,64.95722966,1,0,47.45112988,61.29229661,1,0,41.09025628,33.67197335,1,1,0
147.8,4434,45.41124171,66.87325289,0.999874949,0,46.75461403,64.99796292,1,0,44.9287675,64.95141308,1,0,47.4249718,61.27251433,1,0,41.08954836,33.67026669,1,1,0
147.8333333,4435,,,0.851881742,0,46.67801119,64.87351469,1,0,45.14720343,65.05587823,1,0,47.36703951,61.3091995,1,0,41.05660008,33.67695481,1,1,0
147.8666667,4436,,,0.179507881,0,46.64305202,64.83791612,1,0,45.2349463,65.16104094,0.999999523,0,47.28088516,61.31723389,1,0,41.06043125,33.67688158,0.99999994,1,0
147.9,4437,,,0.35651654,0,46.68868405,64.80672734,1,0,45.25867412,65.11289739,0.999999762,0,47.30149029,61.36745259,1,0,41.08839644,33.66834104,1,1,0
147.9333333,4438,,,0.015185714,0,46.54469799,64.6160712,1,0,45.37832718,64.82521845,0.999980807,0,47.37990828,61.45266573,1,0,41.08937583,33.6692584,1,1,0
147.9666667,4439,,,0.025391519,0,46.49758679,64.57181934,1,0,45.44043615,64.74360796,0.999901295,0,47.47667602,61.58353726,1,0,41.05371224,33.67631382,1,1,0
148,4440,,,0.906944454,0,46.5193522,64.75955939,1,0,45.10965687,64.80722426,0.999999523,0,47.42244295,61.5872241,1,0,41.02232786,33.69031197,1,1,0
148.0333333,4441,44.97803951,66.66977426,0.99960196,0,46.62232487,64.85469737,1,0,44.93044485,64.77165288,1,0,47.33761779,61.2073911,1,0,40.99094347,33.70431011,1,1,0
148.0666667,4442,45.04846756,66.73444437,0.999991775,0,46.64136868,64.79369517,1,0,44.8077997,64.64065809,1,0,47.3465558,61.12489084,1,0,40.99563252,33.70774699,1,1,0
148.1,4443,44.89694895,66.63682882,0.99999845,0,46.53340371,64.78637119,1,0,44.7024186,64.431366,1,0,47.49135701,61.02364156,1,0,40.99272574,33.71087152,0.999999881,1,0
148.1333333,4444,44.40108653,66.6146436,1,0,46.388147,64.91058124,1,0,44.66331096,64.09692039,1,0,47.63270327,60.47726995,1,0,40.98981895,33.71399605,0.999999881,1,0
148.1666667,4445,43.96324216,66.41103435,1,0,46.23940945,64.86764731,1,0,44.4261214,63.88009941,1,0,47.75168769,60.05194939,1,0,40.98691217,33.71712057,1,1,0
148.2,4446,43.86241963,66.18716482,1,0,46.11732957,64.72511229,1,0,44.3386753,63.5800498,1,0,47.85203046,59.62720328,1,0,40.98335213,33.71696172,1,1,0
148.2333333,4447,43.84016824,65.91894252,1,0,46.08444508,64.47689581,1,0,44.38445859,63.37498024,1,0,47.89316156,59.36874151,1,0,40.98632234,33.71941537,1,1,0
148.2666667,4448,43.69078756,65.70317418,1,0,46.01722905,64.26363977,1,0,44.36538024,63.24372917,1,0,47.90245481,59.30739088,1,0,40.98753143,33.72793801,0.99999994,1,0
148.3,4449,43.54297504,65.4729012,1,0,45.93309166,64.1261067,1,0,44.3022463,63.02478997,1,0,47.93477543,59.29619905,1,0,40.98187853,33.71665531,1,1,0
148.3333333,4450,43.48587543,64.81320357,1,0,45.8815533,63.90241139,0.999999881,0,44.50837099,62.6723089,1,0,48.00622765,59.2585556,1,0,40.99184119,33.7262033,0.99999994,1,0
148.3666667,4451,43.42735314,64.01965293,1,0,45.78856162,63.65386291,0.99999994,0,44.58927064,62.22752321,1,0,48.25076493,59.09960072,1,0,40.9927592,33.73253126,1,1,0
148.4,4452,43.52464203,63.06795849,1,0,45.58062916,63.22798385,1,0,44.61620944,61.87729173,1,0,48.35602991,58.9148245,1,0,40.98931034,33.71949926,1,1,0
148.4333333,4453,43.27665063,62.35651836,0.999999404,0,45.1717693,62.81863428,1,0,44.61223546,61.35358427,1,0,48.36729749,58.85119039,1,0,40.99062066,33.72594937,1,1,0
148.4666667,4454,42.74150026,61.65511648,1,0,44.47704491,62.5479891,1,0,44.2879796,60.99187789,1,0,48.28715639,58.997886,1,0,40.98962614,33.72301933,1,1,0
148.5,4455,41.78842577,61.31016084,1,0,43.48089462,62.27522772,1,0,43.46384208,60.53285059,1,0,48.16426065,59.40189843,1,0,40.98647815,33.72198456,1,1,0
148.5333333,4456,40.58716477,60.87977671,1,0,42.21171664,61.88077874,1,0,42.28646825,60.08908404,1,0,47.73848249,59.93183718,1,0,40.99137713,33.72791156,1,1,0
148.5666667,4457,39.48333166,60.41772035,1,0,41.02306652,61.58620128,1,0,41.12584445,59.78656288,1,0,47.13719933,60.33543496,1,0,40.98901725,33.71941468,1,1,0
148.6,4458,38.60235266,60.29151494,1,0,40.21460398,61.39157327,1,0,40.47902124,59.63703368,1,0,45.99965228,60.83680861,1,0,40.98975935,33.7265624,1,1,0
148.6333333,4459,37.57016407,60.1789,1,0,39.07273603,61.22725835,1,0,39.31792183,59.49708108,1,0,44.89832828,61.06958847,1,0,40.98850461,33.72421344,1,1,0
148.6666667,4460,36.58559433,60.12475553,1,0,38.22977144,61.0744569,1,0,38.49032142,59.39130269,1,0,43.56168305,61.43351775,0.996964574,0,40.98999854,33.72695191,0.99999994,1,0
148.7,4461,35.53896365,60.17571298,1,0,36.93868454,61.01114895,1,0,37.23175045,59.36832808,1,0,,,0.755626082,0,40.99202224,33.72870072,1,1,0
148.7333333,4462,34.35710862,59.82973388,1,0,35.77214019,60.70928118,1,0,36.14971369,59.07793182,1,0,41.89552685,61.28517811,1,0,40.99238698,33.72937946,1,1,0
148.7666667,4463,33.03031767,59.57081022,1,0,34.41349715,60.46913039,1,0,34.71363384,58.80115654,1,0,40.4226691,61.08896189,1,0,40.99116493,33.72849354,1,1,0
148.8,4464,31.55314864,59.34236335,1,0,32.95793,60.21622048,1,0,33.15231951,58.50718437,1,0,38.92462952,60.2175164,1,0,40.99090887,33.72654592,1,1,0
148.8333333,4465,29.86714634,59.25613298,1,0,31.44824491,60.03643385,1,0,31.54242493,58.33130932,1,0,37.43501204,59.87436509,0.999998689,0,40.98924186,33.72387651,1,1,0
148.8666667,4466,28.42388084,59.17054383,1,0,30.01622136,59.88476469,1,0,30.04563903,58.20578697,1,0,35.99823212,59.51135452,1,0,40.98270026,33.71449736,0.99999994,1,0
148.9,4467,27.13807821,58.93877003,1,0,28.7574839,59.64538432,1,0,28.77066677,57.9894185,1,0,34.67593554,59.02607824,1,0,40.98374626,33.71918868,1,1,0
148.9333333,4468,25.89029592,58.62037651,1,0,27.66022342,59.54415423,1,0,27.73559458,57.71942861,1,0,33.6498387,58.46222508,1,0,40.98512555,33.718086,1,1,0
148.9666667,4469,25.09903306,58.47069074,1,0,26.78001172,59.25903546,1,0,26.76135432,57.58929007,1,0,32.66662151,58.11186132,1,0,40.9833017,33.71550541,1,1,0
149,4470,24.21548625,58.41904002,1,0,25.93547596,59.13902739,1,0,25.91984176,57.40216115,1,0,31.84396028,58.04030503,1,0,40.97902786,33.68674438,1,1,0
149.0333333,4471,23.76738373,58.37383483,1,0,25.43100395,59.03296284,1,0,25.43091857,57.36940599,1,0,30.8422309,58.28268357,0.999999225,0,40.97475401,33.65798334,1,1,0
149.0666667,4472,23.41935131,58.27457524,1,0,25.0628217,59.02689942,1,0,24.99730595,57.34178496,1,0,30.35417324,58.42767355,1,0,40.97048017,33.6292223,1,1,0
149.1,4473,23.27591393,58.19940721,1,0,24.84625142,59.10857706,1,0,24.9316495,57.33378172,1,0,30.00226031,58.3725033,1,0,40.96821785,33.63195428,1,1,0
149.1333333,4474,23.16686274,58.21893981,1,0,24.76977677,59.22255268,1,0,24.92552138,57.38263102,1,0,29.75409577,58.22495645,1,0,40.99813649,33.64243473,1,1,0
149.1666667,4475,23.13591526,58.09623712,1,0,24.68524464,59.17722704,1,0,24.93913828,57.3129324,1,0,29.63982935,58.03620975,1,0,40.98060378,33.64827843,1,1,0
149.2,4476,23.04454834,58.04239192,1,0,24.71878434,59.04905581,1,0,24.88850652,57.22655494,1,0,29.71251726,57.89663713,1,0,40.96117664,33.65442107,1,1,0
149.2333333,4477,23.17961399,58.07581522,1,0,24.79427629,59.00157816,1,0,24.91640306,57.20402468,1,0,29.78371576,57.69259738,1,0,40.98047974,33.63850822,1,1,0
149.2666667,4478,23.34456746,58.16733524,1,0,24.92877797,59.02586649,1,0,24.97602289,57.24032848,1,0,29.75577252,57.61805576,1,0,40.98513786,33.64107612,1,1,0
149.3,4479,23.31627306,57.80525366,1,0,25.06774742,58.90992285,1,0,25.20608943,57.10951527,1,0,29.85148604,57.59824773,1,0,40.98520752,33.64212603,0.999999881,1,0
149.3333333,4480,23.4372577,57.49191767,1,0,25.10154694,58.74691852,1,0,25.3711801,56.97905567,1,0,29.95822102,57.52927185,1,0,40.98578464,33.64253825,1,1,0
149.3666667,4481,23.56491408,57.26807932,1,0,25.1813575,58.62836845,1,0,25.5707474,56.77433962,1,0,29.99755027,57.53332842,1,0,40.95954144,33.65280665,1,1,0
149.4,4482,23.93691962,56.740086,1,0,25.00985856,58.56176818,1,0,25.81781748,56.6203222,1,0,29.96985357,57.61074934,1,0,40.98347363,33.63543038,1,1,0
149.4333333,4483,24.30652766,56.20732557,1,0,25.16173531,58.30416099,1,0,26.12601064,56.44119905,1,0,29.91955577,57.66810939,1,0,40.98259952,33.63997195,1,1,0
149.4666667,4484,24.46510566,55.68929198,1,0,25.14103074,57.82424035,1,0,26.42540971,56.19068312,1,0,29.95170246,57.78729125,1,0,40.95907478,33.65492667,1,1,0
149.5,4485,24.80180422,55.34000808,1,0,25.2804347,57.32306902,1,0,26.65919679,55.89781416,1,0,29.86020396,57.82162771,1,0,40.97937922,33.63847158,1,1,0
149.5333333,4486,25.30117686,54.84142723,1,0,25.39237587,56.95041671,1,0,26.8956695,55.75515343,1,0,29.78817276,57.82582026,1,0,40.97507759,33.64181098,1,1,0
149.5666667,4487,25.71458324,54.19855857,1,0,25.55146017,56.26974364,1,0,27.06289472,55.44771329,1,0,29.67052558,57.90458151,1,0,40.96235495,33.65649778,1,1,0
149.6,4488,25.96234127,53.79104142,1,0,25.4954825,55.74642894,1,0,27.1383228,55.19955843,1,0,29.52082319,57.97047185,1,0,40.96228363,33.65316196,1,1,0
149.6333333,4489,26.07465447,53.23261577,1,0,25.48673396,55.23096934,1,0,27.14362177,54.80826101,1,0,29.20476088,58.21074418,1,0,40.9622453,33.65670467,1,1,0
149.6666667,4490,26.11824217,52.7192809,1,0,25.53135663,54.76378624,1,0,27.06784196,54.49404488,1,0,28.81340783,58.35959975,1,0,40.97944228,33.64043419,1,1,0
149.7,4491,26.1722722,52.22732915,1,0,25.38193647,54.36900513,1,0,26.98240217,54.17326439,1,0,28.40507838,58.28443025,1,0,40.97851745,33.64345018,1,1,0
149.7333333,4492,26.24157157,51.7529387,1,0,25.44664451,53.88992588,1,0,27.05833821,53.83275188,1,0,28.03998544,58.2737248,1,0,40.96298128,33.65426829,1,1,0
149.7666667,4493,26.24345267,51.11148503,1,0,25.46703959,53.15854809,1,0,26.93645202,52.98509181,1,0,27.4362288,57.91455523,1,0,40.97871086,33.63970897,1,1,0
149.8,4494,26.22320855,50.30862434,1,0,25.57054734,52.30324872,1,0,27.10492159,52.25475624,1,0,26.79062236,57.18831908,1,0,40.98388838,33.6404618,0.999999881,1,0
149.8333333,4495,26.29604085,49.44247577,1,0,25.58087218,51.53526614,1,0,27.0905852,51.60450749,1,0,26.3912613,56.4780918,1,0,40.95989865,33.65309748,1,1,0
149.8666667,4496,26.38534266,48.64087364,1,0,25.33314933,50.67765634,1,0,26.93118452,50.84257606,1,0,26.34633395,55.63598446,1,0,40.96291593,33.65313686,1,1,0
149.9,4497,26.23330444,47.70853217,1,0,25.43934574,49.83344286,1,0,27.05945788,50.00208834,1,0,26.46688823,54.63652522,1,0,40.98053344,33.64066884,1,1,0
149.9333333,4498,25.99132356,46.73644208,1,0,25.44193084,48.91985129,1,0,27.03567575,48.88915462,1,0,26.59173815,53.7758655,1,0,40.9801116,33.63962742,1,1,0
149.9666667,4499,25.88994478,45.81271583,1,0,25.35514603,48.05619256,1,0,26.91988472,47.82931458,1,0,26.32304546,52.81845541,1,0,40.95984507,33.65511839,1,1,0
